n_months,avg_monthly_return,monthly_return_std,avg_hit_rate,hit_rate_std,annual_return,annual_volatility,sharpe_ratio,win_rate,max_return,min_return,max_drawdown,avg_train_time,total_train_time,avg_epochs,total_backtest_time
242,0.15849464802364313,1.0996541685876506,0.07768595041322314,0.11462306411626981,1.9019357762837177,3.809313781497445,0.49928566807013325,0.5619834710743802,5.74271355610507,-4.248152725873579,-4.42296783095905,0.8061073988922371,195.0779905319214,22.90082644628099,195.6983449459076
